,Unnamed: 0,Gender,TypeofDisability,castecategory,Religion,Candidate State,Candidate District,PartnerName,TC State,TC District,TC Constituency,TC Name,SectorName,JobRole,TotalCandidatesinBatch,agegroup,EducationLevel,placed
16431,25737,1,1,1,3,6,8,67,6,8,8,2325,5,5,1,3,3,1.0
16432,68412,2,1,3,1,6,327,882,6,327,10,3016,5,22,1,3,3,0.0
16433,119580,1,1,4,3,7,233,868,7,235,225,6606,1,1,1,3,5,0.0
16434,145267,1,1,3,3,12,265,283,12,169,163,533,1,1,1,3,2,0.0
16435,83909,2,1,3,1,11,647,1058,11,653,527,4169,5,22,4,1,3,1.0
16436,32477,2,1,3,3,3,62,649,3,398,230,1555,6,6,1,3,3,1.0
16437,16720,1,1,1,1,1,322,14,1,323,305,537,6,41,1,2,3,1.0
16438,68765,1,1,1,5,3,531,643,3,130,64,3534,1,24,1,5,2,0.0
16439,68065,1,1,3,7,15,195,61,15,192,186,265,2,60,1,3,3,1.0
16440,22507,2,1,1,3,6,47,234,6,208,202,5043,5,5,2,2,3,1.0
16441,68661,1,1,3,7,15,223,1450,15,277,214,4502,4,7,1,2,2,1.0
16442,66383,1,1,3,3,12,23,2023,12,23,23,6595,6,6,1,3,2,1.0
16443,114313,2,1,1,1,8,230,65,8,233,88,339,12,17,1,2,2,0.0
16444,20182,2,1,3,3,11,412,852,11,246,236,4678,7,62,1,3,3,1.0
16445,18433,2,1,1,4,22,154,342,25,152,173,1405,9,43,1,2,3,0.0
16446,141135,2,1,3,1,8,372,65,8,403,423,1209,3,20,1,2,2,0.0
16447,9833,2,1,3,3,5,151,147,5,149,144,195,4,4,1,2,3,0.0
16448,5179,1,1,1,3,8,287,260,8,286,179,2784,1,8,1,4,3,0.0
16449,59770,1,1,3,4,15,344,209,15,223,216,325,7,10,1,3,2,1.0
16450,60267,1,1,4,3,8,80,996,8,78,79,2790,1,24,1,5,2,0.0
16451,133664,2,1,4,1,29,598,85,29,261,252,96,15,32,1,4,3,1.0
16452,114900,1,1,3,5,8,16,331,8,16,16,6255,1,1,1,6,2,1.0
16453,118311,2,1,4,3,8,94,87,8,162,157,214,3,38,1,4,2,0.0
16454,112797,1,1,3,7,15,105,102,15,101,98,7439,7,11,1,5,3,0.0
16455,17133,2,1,3,1,25,117,59,24,114,111,2907,2,2,1,4,5,1.0
16456,123318,1,1,1,1,5,7,409,5,7,437,2685,6,6,1,2,3,1.0
16457,64291,2,1,2,3,8,318,11,8,247,237,832,3,3,1,4,4,0.0
16458,73354,1,1,2,3,18,55,59,18,55,56,63,9,35,1,3,3,0.0
16459,125622,2,1,1,7,6,131,129,6,128,50,167,3,45,1,4,3,1.0
16460,51734,2,1,2,3,21,465,45,21,457,415,1109,10,18,1,4,2,0.0
16461,94412,2,1,1,1,8,587,144,8,275,60,5489,15,32,1,3,3,0.0
16462,8230,1,1,1,6,8,534,1072,8,526,466,3622,7,47,1,2,3,1.0
16463,145650,2,1,4,1,15,344,159,15,223,216,2209,5,22,1,2,3,1.0
16464,57734,1,1,3,3,4,420,5,4,413,382,5,7,47,1,7,5,1.0
16465,16071,2,1,3,3,12,23,62,12,23,23,4942,4,7,1,2,2,0.0
16466,29588,1,1,1,1,22,427,1,25,432,396,983,5,42,1,2,5,0.0
16467,123482,2,1,3,3,24,634,19,23,631,521,3262,6,6,1,3,3,1.0
16468,77253,2,1,3,3,12,97,67,12,23,58,1102,5,5,1,4,3,0.0
16469,11053,2,2,4,1,7,597,100,7,590,232,3930,13,6,2,5,2,1.0
16470,12338,2,1,4,1,5,180,45,5,402,371,955,14,137,1,3,3,1.0
16471,38049,2,1,1,1,1,190,45,1,188,182,1341,12,17,1,1,2,1.0
16472,42559,1,1,3,3,13,26,87,13,26,481,1821,6,6,1,3,3,1.0
16473,69650,1,1,4,3,15,173,266,15,170,98,463,1,1,1,3,2,0.0
16474,121762,2,1,1,1,11,559,30,11,550,482,1836,5,42,1,2,3,1.0
16475,105943,2,1,1,1,1,72,54,1,571,305,3175,3,3,2,2,2,1.0
16476,50712,2,1,4,6,9,292,59,9,292,277,458,14,27,1,4,3,0.0
16477,95636,1,1,4,3,4,473,5,4,37,37,5,6,41,1,3,5,0.0
16478,126475,1,1,3,3,8,188,38,8,186,36,938,5,48,1,3,3,0.0
16479,36040,1,1,3,5,5,43,176,5,44,43,252,7,10,5,2,2,0.0
16480,19355,1,1,1,3,8,433,65,8,423,275,959,23,63,1,3,3,1.0
16481,50649,1,1,1,2,23,368,192,22,391,339,5103,2,15,1,4,5,1.0
16482,91238,2,1,3,1,11,244,268,11,246,236,466,3,3,1,1,3,1.0
16483,145063,1,1,1,3,8,206,91,8,203,196,3130,1,1,1,6,2,0.0
16484,132586,1,1,3,3,12,97,67,12,23,23,72,1,1,1,3,2,0.0
16485,57509,1,1,1,3,6,8,258,6,8,8,5251,1,1,1,3,2,0.0
16486,29491,1,1,3,3,9,162,157,12,174,201,581,1,8,1,5,3,0.0
16487,41858,2,1,3,1,3,35,168,19,175,61,234,4,4,1,4,3,0.0
16488,14088,2,1,3,3,3,4,644,3,4,4,4679,4,4,1,3,3,1.0
16489,94431,1,1,3,3,20,266,200,20,238,107,3728,7,11,1,7,2,0.0
16490,47358,1,1,1,1,8,87,34,8,85,74,101,1,1,1,3,2,1.0
16491,71898,1,1,4,1,19,98,65,19,94,93,116,6,6,2,2,2,1.0
16492,121837,2,1,3,3,5,56,61,5,103,191,301,5,22,1,3,2,1.0
16493,12218,2,1,1,1,1,322,54,1,64,114,2133,6,6,11,3,3,0.0
16494,33032,2,1,3,3,3,35,868,3,280,41,2777,4,7,1,4,2,1.0
16495,61977,2,1,4,3,3,411,2031,3,407,54,6630,25,87,1,3,3,0.0
16496,126727,1,1,3,1,3,278,87,3,276,35,658,5,48,1,2,2,1.0
16497,113837,1,1,3,1,15,254,432,15,257,248,2636,1,24,1,7,3,0.0
16498,23603,2,1,3,3,3,41,49,3,41,41,1064,4,7,1,4,2,0.0
16499,33034,2,1,1,4,5,201,1187,5,197,320,3724,3,19,1,2,2,1.0
16500,145864,1,1,1,3,22,153,149,25,151,146,197,1,24,1,4,2,1.0
16501,68276,2,1,3,3,8,16,364,8,16,16,705,11,30,1,2,3,1.0
16502,79825,2,1,3,3,11,440,1557,11,138,134,4860,11,30,1,5,3,1.0
16503,73680,1,1,1,1,21,458,17,21,95,83,5703,5,22,1,1,3,0.0
16504,122707,1,1,1,3,4,37,178,4,37,37,1068,5,66,1,7,3,0.0
16505,112234,2,1,3,3,5,299,61,5,298,282,474,9,13,1,3,2,0.0
16506,117328,2,1,4,3,4,234,739,4,236,226,1858,4,4,1,5,5,1.0
16507,67760,2,1,3,3,12,161,340,12,174,23,3176,6,6,1,3,3,0.0
16508,17806,1,1,1,1,11,370,19,11,300,284,695,7,62,1,2,3,1.0
16509,5294,1,1,3,5,11,86,54,11,84,84,2822,6,55,1,3,3,1.0
16510,91916,1,1,3,1,13,50,87,13,51,365,3097,17,31,1,1,3,1.0
16511,74294,2,1,1,1,5,75,61,5,73,75,89,5,22,1,1,2,1.0
16512,92938,2,1,1,1,6,561,61,6,551,310,1838,3,20,1,1,2,1.0
16513,94902,2,1,1,3,6,12,33,6,12,12,2668,3,9,8,4,3,1.0
16514,73729,1,1,3,3,12,23,67,12,23,23,114,1,1,1,3,2,1.0
16515,81730,1,1,3,4,9,386,169,9,38,38,743,9,43,1,2,5,1.0
16516,143759,2,1,1,3,11,103,45,11,99,97,122,19,46,1,2,2,0.0
16517,124661,2,1,1,2,4,185,377,4,183,404,1027,3,9,9,2,3,1.0
16518,6715,2,1,3,1,19,582,237,19,574,300,388,15,58,1,2,2,1.0
16519,146015,1,1,1,3,24,293,87,23,293,278,461,1,24,1,2,2,1.0
16520,86112,1,1,1,1,5,247,64,5,156,151,205,6,6,1,4,3,0.0
16521,52434,1,1,3,4,8,16,115,8,16,16,2974,1,1,1,3,2,1.0
16522,77892,2,1,4,3,6,260,45,6,178,170,2153,23,63,1,4,3,1.0
16523,59153,1,1,1,1,8,230,65,8,233,88,339,6,6,1,2,3,0.0
16524,26016,2,1,3,3,9,415,1249,9,411,380,3777,10,116,1,6,3,1.0
16525,10173,1,1,3,5,20,61,156,20,61,62,1974,4,7,1,4,3,0.0
16526,83180,1,1,4,4,15,195,1310,15,192,186,4023,7,10,1,2,3,1.0
16527,100290,1,1,1,3,6,25,1427,6,25,50,4436,1,1,1,4,2,0.0
16528,126374,2,1,1,3,14,196,54,14,193,187,266,9,36,1,3,3,0.0
16529,64757,1,1,1,3,8,407,310,8,91,89,1167,1,1,1,7,3,1.0
16530,118683,2,1,3,3,5,346,103,5,344,321,6144,3,19,1,4,3,1.0
16531,49700,1,1,4,3,20,266,59,20,238,107,963,3,9,1,5,3,1.0
16532,30318,1,1,1,3,4,185,178,4,183,176,4505,11,30,1,5,5,0.0
16533,90172,1,1,3,5,20,316,460,20,302,62,1991,28,148,1,1,3,1.0
16534,76638,2,1,1,3,5,259,736,5,179,171,2698,11,30,1,6,5,1.0
16535,65763,1,1,1,3,9,38,1758,9,140,343,5681,11,30,1,4,5,1.0
16536,55162,1,1,3,5,20,543,156,20,371,62,5972,6,6,2,4,5,1.0
16537,12867,1,1,3,1,13,579,59,13,570,495,2154,4,4,1,3,5,0.0
16538,74086,2,1,1,3,8,270,795,8,231,222,2025,15,152,1,3,2,0.0
16539,103101,1,1,1,3,6,8,33,6,8,8,34,1,24,1,4,3,1.0
16540,20851,1,1,1,3,3,278,226,3,276,41,1035,1,1,1,3,2,1.0
16541,38046,2,1,3,3,3,169,23,12,23,23,3769,5,5,1,4,3,1.0
16542,88679,2,1,3,4,8,276,896,8,269,258,5075,3,9,4,3,3,1.0
16543,7232,1,1,3,1,25,224,1143,24,224,198,3386,5,22,1,1,3,1.0
16544,6628,2,1,1,1,11,611,1058,11,609,509,3229,15,32,1,1,3,0.0
16545,49421,1,1,1,3,3,4,63,3,4,4,4558,4,4,1,2,2,0.0
16546,2733,2,1,3,1,4,420,19,23,146,433,1268,3,45,7,3,5,1.0
16547,102099,2,1,4,7,3,158,43,3,280,41,432,26,119,1,6,2,0.0
16548,15566,2,1,2,1,17,416,438,17,173,165,887,5,22,1,3,2,0.0
16549,48492,2,1,1,1,6,260,99,6,178,170,429,12,17,1,3,2,1.0
16550,82313,2,1,1,1,5,213,61,5,210,203,302,4,7,1,2,2,1.0
16551,118680,1,1,4,3,5,71,45,5,70,71,3086,1,24,1,2,2,0.0
16552,129845,2,1,1,3,6,104,669,6,382,25,2046,3,9,1,4,3,1.0
16553,134843,1,1,4,3,5,58,94,5,58,59,368,3,93,1,3,2,1.0
16554,34360,2,1,1,3,5,151,94,5,149,144,368,3,3,2,3,3,1.0
16555,94610,1,1,3,3,4,380,1061,4,141,137,6473,3,9,1,2,3,1.0
16556,100537,1,1,4,4,15,254,159,15,221,214,4735,1,1,1,5,3,0.0
16557,92012,2,1,1,1,17,137,548,17,134,129,5777,18,88,1,3,5,1.0
16558,111878,1,1,1,3,15,105,156,15,101,98,4776,7,11,1,5,2,0.0
16559,39949,1,1,1,3,6,131,490,6,128,50,2375,1,54,1,3,3,0.0
16560,134903,1,1,3,3,12,30,628,12,30,30,1471,4,7,1,2,2,1.0
16561,23713,2,1,1,3,16,524,34,16,517,94,1531,12,17,2,3,3,1.0
16562,110607,1,1,1,1,21,384,87,21,378,352,740,1,8,1,2,5,0.0
16563,12517,2,1,1,3,11,108,59,11,105,102,925,2,2,1,3,3,1.0
16564,1915,2,1,1,1,8,449,34,8,443,16,1325,3,9,1,4,3,1.0
16565,110469,1,1,3,1,13,579,59,13,570,495,2154,17,31,1,5,5,0.0
16566,39262,1,1,3,5,20,379,868,20,475,107,2852,27,83,1,5,2,0.0
16567,131375,2,1,3,3,13,26,365,13,26,344,706,9,35,1,3,5,0.0
16568,18533,2,1,3,1,12,23,203,12,174,201,3369,3,3,1,2,3,1.0
16569,123954,2,1,1,3,14,548,47,14,606,507,2598,14,23,1,4,4,0.0
16570,55703,2,1,4,3,6,178,99,6,214,207,1139,4,4,1,3,3,0.0
16571,64980,1,1,1,3,8,343,91,8,342,318,597,30,99,1,4,2,0.0
16572,101589,1,1,1,1,6,369,295,6,366,340,4072,8,28,1,3,2,0.0
16573,10773,1,1,3,1,14,311,528,14,312,348,2073,5,22,1,3,3,1.0
16574,114562,1,1,3,3,12,161,23,12,174,201,823,7,11,1,3,2,0.0
16575,99068,1,1,1,3,14,513,47,14,47,46,48,9,35,1,2,3,0.0
16576,140407,2,1,4,1,8,36,38,8,36,15,892,3,38,1,1,3,1.0
16577,122371,1,1,1,3,12,23,1779,12,23,23,5755,9,35,1,4,3,1.0
16578,3188,2,1,1,3,13,26,788,13,26,261,2013,3,9,5,3,3,0.0
16579,94422,2,1,1,3,3,9,13,3,9,9,1129,3,39,1,1,2,1.0
16580,50152,1,1,1,3,21,558,268,21,656,529,1407,10,18,1,7,1,1.0
16581,5388,2,1,3,3,8,15,335,8,231,222,1444,3,19,1,3,3,1.0
16582,5611,2,1,4,3,24,463,109,23,508,453,2925,21,111,6,3,3,1.0
16583,60834,1,1,1,3,8,407,397,8,91,89,5557,1,1,1,3,2,0.0
16584,85454,1,1,1,7,3,78,220,3,76,6,6610,1,1,1,6,3,1.0
16585,114860,2,1,3,3,3,124,36,3,41,35,2436,3,9,1,3,3,1.0
16586,37889,2,1,3,5,11,448,45,11,442,452,1476,19,40,2,3,3,0.0
16587,91469,2,1,3,1,15,344,87,15,395,280,1933,3,38,1,3,2,0.0
16588,19204,1,1,4,4,22,153,136,25,151,243,881,4,4,1,3,2,1.0
16589,131645,2,1,1,3,6,12,2302,6,12,12,7481,3,9,8,4,3,0.0
16590,130230,1,1,1,3,3,3,132,3,3,3,171,5,5,1,3,3,0.0
16591,143803,1,1,1,4,3,6,436,3,6,6,4249,7,11,5,3,2,0.0
16592,127035,2,1,3,1,6,209,12,6,205,199,350,3,3,2,2,5,1.0
16593,109400,1,1,3,3,6,260,238,6,263,254,392,1,8,1,5,2,1.0
16594,60596,2,1,4,3,25,117,113,24,114,111,144,10,56,1,3,2,0.0
16595,41425,1,1,4,1,14,200,54,14,196,438,1312,3,38,1,3,3,1.0
16596,16301,2,1,3,3,5,42,44,5,43,42,4978,10,14,1,4,2,1.0
16597,38088,2,1,4,3,5,126,61,5,122,119,2392,9,13,1,4,3,0.0
16598,147448,2,1,3,5,20,604,59,20,601,161,2544,9,35,1,3,3,0.0
16599,67346,1,1,1,3,23,204,192,22,201,426,2194,3,9,1,4,3,0.0
16600,111746,2,1,3,5,24,323,19,23,324,370,840,11,16,1,2,3,1.0
16601,144278,1,1,1,3,5,71,126,5,70,71,4236,3,9,1,2,3,1.0
16602,71419,1,1,3,3,7,240,30,7,242,232,356,1,8,1,2,3,1.0
16603,21414,2,1,1,1,11,93,45,11,498,145,1429,12,17,21,1,2,1.0
16604,123796,2,1,3,1,13,122,558,13,118,524,3934,19,101,1,3,5,1.0
16605,85030,1,1,1,1,9,500,532,9,24,24,3871,6,6,1,3,3,1.0
16606,17736,2,1,1,3,5,157,37,5,155,150,3652,20,158,1,2,2,1.0
16607,49220,1,1,1,4,4,347,217,4,345,322,3831,4,4,1,3,6,0.0
16608,78674,1,1,3,3,15,110,156,15,101,98,299,7,10,1,3,3,1.0
16609,61378,2,1,3,3,7,240,36,7,242,232,3194,3,9,1,3,5,1.0
16610,16012,1,1,1,1,3,304,428,3,306,54,863,4,70,13,1,2,1.0
16611,129622,2,1,1,3,9,415,1249,9,411,380,3777,10,18,1,3,2,1.0
16612,114340,1,1,3,3,12,23,223,12,23,23,360,27,126,1,4,2,0.0
16613,107542,2,1,3,3,3,78,840,3,76,6,2185,3,39,1,4,4,0.0
16614,10794,1,1,3,1,9,436,73,9,425,391,4146,5,42,1,4,3,1.0
16615,23430,2,1,1,3,6,131,291,6,128,50,539,11,30,1,2,5,1.0
16616,57497,1,1,3,1,8,188,665,8,186,36,4960,5,5,1,3,3,1.0
16617,78177,2,1,3,1,13,310,59,13,172,367,894,2,2,1,4,3,1.0
16618,24087,2,1,3,5,20,61,258,20,61,62,2214,4,7,1,3,3,0.0
16619,5087,1,1,3,1,13,123,59,13,119,116,1392,9,21,1,2,5,0.0
16620,135411,2,1,3,4,11,440,59,11,433,397,1043,26,119,1,3,3,0.0
16621,87080,1,1,1,3,8,287,1085,8,286,179,3144,1,1,1,5,5,0.0
16622,140162,2,1,3,3,13,26,1392,13,26,261,4311,3,38,5,3,3,1.0
16623,80669,1,1,3,3,6,260,99,6,263,254,1784,3,20,1,3,3,1.0
16624,124257,2,1,1,3,16,405,89,16,264,255,837,3,9,6,3,3,1.0
16625,64835,2,1,3,3,5,409,340,5,65,67,1157,2,15,1,3,3,1.0
16626,103301,2,1,4,1,5,56,61,5,103,191,301,9,13,1,3,3,1.0
16627,443,2,1,4,4,8,270,248,8,231,222,413,6,6,1,4,5,1.0
16628,63284,2,1,3,3,17,408,54,17,404,372,7201,6,6,1,3,3,0.0
16629,134379,2,1,3,3,16,334,89,16,333,255,3519,3,9,6,3,3,1.0
16630,149112,2,1,1,3,5,285,81,5,284,138,1259,3,19,1,3,3,0.0
16631,68582,1,1,1,5,21,528,803,21,521,63,5102,1,1,1,3,2,1.0
16632,124471,2,1,1,5,1,190,608,1,188,1,2278,5,77,1,4,5,0.0
16633,32989,2,1,3,5,13,76,35,13,74,459,36,24,67,1,3,3,1.0
16634,120159,1,1,1,3,8,276,404,8,269,258,2413,7,10,1,3,3,1.0
16635,16292,1,1,1,3,5,201,1590,5,197,320,4977,1,1,1,5,2,0.0
16636,74018,2,1,3,3,20,379,544,20,475,107,1208,6,6,1,3,3,0.0
16637,62151,2,1,3,5,20,170,2042,20,168,161,6663,3,20,1,4,3,1.0
16638,77118,2,1,1,3,11,295,130,11,295,279,2956,5,66,1,1,3,1.0
16639,140910,1,1,1,3,4,273,423,4,273,264,853,10,25,1,2,3,1.0
16640,61633,2,1,4,3,6,140,12,6,137,133,340,3,9,1,2,3,1.0
16641,126006,2,1,4,2,22,174,425,25,248,307,859,5,77,1,3,2,0.0
16642,142010,1,1,4,3,4,514,621,4,294,377,1434,7,62,13,3,3,1.0
16643,132993,2,1,1,5,8,220,1480,8,218,85,4582,9,13,7,4,2,1.0
16644,56539,2,1,3,3,7,240,36,7,242,232,3194,3,9,19,3,5,1.0
16645,1689,2,1,2,1,16,219,135,16,487,210,1274,3,38,1,4,3,1.0
16646,115289,2,1,4,3,8,90,288,8,88,87,1566,12,17,1,3,2,0.0
16647,104433,2,1,3,1,7,373,30,7,126,13,164,3,39,2,2,3,1.0
16648,144119,2,1,1,1,5,201,61,5,197,190,273,5,22,1,3,3,1.0
16649,105052,2,1,1,3,22,119,115,25,116,259,2306,9,21,1,2,3,0.0
16650,47172,2,1,4,3,13,189,300,13,187,181,6457,3,9,2,2,3,1.0
16651,127360,2,1,1,1,22,154,342,25,152,173,655,5,5,1,3,3,1.0
16652,111713,2,1,1,1,7,373,30,7,126,13,164,3,3,1,3,2,1.0
16653,108193,1,1,3,5,18,55,59,18,55,56,63,7,10,1,3,3,0.0
16654,104268,1,1,3,1,5,406,98,5,435,399,119,17,75,1,2,3,1.0
16655,141802,2,1,4,3,11,183,45,11,181,175,251,4,4,1,4,3,0.0
16656,106791,1,1,3,1,13,421,59,13,414,383,902,1,24,1,4,2,0.0
16657,119659,2,1,1,5,23,460,84,22,391,360,2403,3,3,1,2,2,1.0
16658,81621,2,1,3,1,15,173,87,15,170,98,225,3,38,12,2,2,1.0
16659,99922,2,1,3,3,11,244,59,11,246,408,1431,14,27,1,5,5,0.0
16660,32092,1,1,1,3,1,190,258,1,188,182,5309,9,36,1,4,2,1.0
16661,79469,1,1,4,1,5,43,59,12,158,48,399,17,96,1,4,3,1.0
16662,720,2,1,3,1,9,162,114,9,75,331,636,9,102,1,2,3,1.0
16663,114960,1,1,3,3,3,304,132,3,306,54,171,5,5,1,3,3,1.0
16664,139287,2,1,4,3,6,25,392,15,101,98,7663,3,9,1,2,2,1.0
16665,45148,1,1,3,3,13,26,87,13,26,481,1821,4,4,1,3,3,0.0
16666,31682,2,1,1,1,5,352,45,5,349,326,619,3,20,1,3,3,1.0
16667,45944,2,1,3,1,7,597,30,7,590,232,2393,3,93,1,3,3,1.0
16668,76825,2,1,3,1,11,183,45,11,181,175,251,14,27,1,1,3,1.0
16669,143713,1,1,1,3,5,101,341,5,190,184,1001,3,9,5,3,3,0.0
16670,46697,1,1,3,3,22,238,1,25,419,388,2753,7,11,1,2,3,0.0
16671,61375,1,1,4,3,5,109,341,5,107,104,1475,17,31,1,3,3,1.0
16672,60179,2,1,1,5,3,133,4,3,130,64,425,5,66,1,3,3,0.0
16673,7939,2,1,3,3,11,141,59,11,138,134,179,4,4,1,4,5,0.0
16674,10927,2,2,3,3,21,384,1257,21,483,432,4165,13,6,5,3,3,1.0
16675,28273,2,1,3,1,16,572,89,16,562,120,786,3,9,21,3,3,1.0
16676,32911,1,1,1,3,24,371,746,23,368,213,1880,6,6,1,2,2,0.0
16677,32730,1,1,1,3,6,191,99,6,565,207,1975,3,38,1,3,2,1.0
16678,1940,2,1,3,7,15,195,61,15,192,186,265,30,133,1,3,3,1.0
16679,31008,1,1,3,4,4,437,5,4,5,5,5,1,1,1,7,2,1.0
16680,81341,2,1,4,3,5,358,340,5,358,112,650,5,5,1,4,5,0.0
16681,134976,2,1,2,1,6,520,265,6,504,199,3325,3,9,1,2,3,0.0
16682,127696,2,1,3,4,9,614,19,9,613,513,2715,19,104,1,3,4,1.0
16683,39774,1,1,3,3,6,79,291,6,77,78,2419,7,10,1,3,2,1.0
16684,13553,1,1,3,3,14,464,761,14,602,296,4621,1,1,2,3,2,0.0
16685,60284,1,1,3,3,4,132,130,4,129,125,168,1,24,1,4,6,1.0
16686,26565,1,1,2,2,32,364,142,32,363,338,682,1,24,1,3,2,0.0
16687,46701,2,1,2,3,22,154,19,25,152,147,198,3,45,6,4,5,0.0
16688,4397,2,1,1,3,8,276,87,8,502,33,2499,14,27,1,2,2,1.0
16689,95014,2,1,3,3,8,15,38,8,15,15,941,12,17,1,5,3,0.0
16690,19081,1,1,3,3,8,407,363,8,91,89,4785,3,9,1,4,3,1.0
16691,128629,1,1,3,3,15,107,2034,15,104,101,6640,3,45,2,4,6,1.0
16692,2231,2,1,1,3,4,404,183,4,401,369,1578,3,20,1,5,4,1.0
16693,23879,1,1,1,3,16,89,123,16,87,86,2584,30,133,1,3,2,1.0
16694,125487,2,1,1,3,3,158,43,3,280,41,432,23,63,1,3,2,0.0
16695,54227,2,1,3,3,13,122,1235,13,131,126,3718,9,36,1,5,5,1.0
16696,132249,1,1,3,1,6,527,30,6,520,422,2905,17,72,1,2,2,0.0
16697,138676,2,1,4,3,5,294,283,5,279,266,2547,9,13,1,4,3,0.0
16698,55005,2,1,4,3,17,166,157,17,164,68,217,21,95,12,4,2,0.0
16699,52239,2,1,1,1,5,75,61,5,73,75,89,4,7,1,1,3,1.0
16700,27194,2,1,1,1,5,57,61,5,210,203,302,1,33,1,3,3,1.0
16701,18854,1,1,3,1,4,53,5,4,462,416,2462,1,24,1,6,3,1.0
16702,84609,1,1,1,1,6,68,87,6,67,69,422,2,68,2,2,2,0.0
16703,74519,1,1,1,1,21,458,17,21,95,83,5703,5,22,1,1,3,0.0
16704,17846,2,1,3,3,3,41,49,3,41,41,51,9,35,1,3,2,0.0
16705,68698,2,1,3,3,3,133,906,3,90,64,2448,14,137,9,3,2,1.0
16706,144555,2,1,3,1,13,122,59,13,118,115,150,9,35,1,2,3,1.0
16707,108244,1,1,3,3,7,366,45,7,281,225,2679,9,35,1,5,3,0.0
16708,149734,1,1,3,3,8,16,331,8,16,16,640,7,11,1,2,2,0.0
16709,26780,2,1,3,7,15,314,108,15,317,268,1516,3,38,8,3,4,1.0
16710,38713,2,1,1,3,9,277,45,5,402,371,955,12,17,1,3,5,0.0
16711,74697,1,1,1,1,6,191,99,6,565,207,1975,9,43,6,3,3,1.0
16712,40474,2,1,2,1,17,416,74,17,173,165,1982,6,6,1,1,2,1.0
16713,119612,1,1,3,3,13,189,87,13,187,181,917,17,31,1,3,3,0.0
16714,42924,2,1,1,3,8,91,472,8,89,275,1245,4,70,1,4,2,1.0
16715,26387,2,1,2,3,6,520,99,6,504,199,1455,2,60,1,3,3,0.0
16716,100389,2,1,1,5,7,366,45,7,235,225,1734,4,7,1,3,2,1.0
16717,106340,2,2,1,5,5,56,1003,5,103,100,2807,13,85,1,6,2,1.0
16718,61779,2,1,4,6,9,28,169,9,28,28,4550,21,53,1,3,3,1.0
16719,104801,2,1,4,1,6,22,654,6,22,22,2731,12,17,1,3,2,1.0
16720,10712,1,1,1,5,23,204,1345,22,201,511,4132,5,5,1,4,3,0.0
16721,108786,1,1,3,3,22,119,216,5,279,266,431,1,1,1,6,5,1.0
16722,109086,1,1,4,3,3,35,280,3,35,35,7648,4,7,1,2,2,1.0
16723,74040,2,1,2,2,17,503,135,17,510,454,1488,6,55,1,3,2,1.0
16724,122023,2,1,3,5,20,533,596,20,525,161,4276,6,6,1,3,3,1.0
16725,106058,2,1,1,5,11,295,105,11,181,175,1111,20,109,1,4,3,1.0
16726,120387,2,1,4,3,5,39,11,5,321,303,1244,4,4,1,2,2,0.0
16727,16626,1,1,3,5,13,480,626,13,473,344,1453,27,126,1,5,2,0.0
16728,28778,1,1,3,3,3,3,1212,3,3,3,4888,4,7,1,2,3,0.0
16729,140961,1,1,4,3,20,236,458,20,599,107,3573,4,4,1,4,2,1.0
16730,131324,2,1,4,1,24,111,38,23,108,105,976,3,3,1,2,2,1.0
16731,101149,2,1,1,3,8,343,91,8,342,318,597,27,126,1,2,3,0.0
16732,122497,1,1,3,4,3,357,87,3,357,35,1378,1,24,1,5,2,1.0
16733,69690,2,1,3,3,13,76,49,13,74,459,3462,12,17,1,2,2,0.0
16734,115677,2,1,3,1,22,73,14,25,419,388,946,3,20,1,2,3,0.0
16735,4267,2,1,1,1,6,47,87,6,48,47,645,24,67,1,5,2,0.0
16736,51660,1,1,3,3,14,311,929,14,312,348,3746,1,1,1,2,2,1.0
16737,70464,2,1,3,3,5,157,381,5,155,150,747,4,4,1,3,5,0.0
16738,32425,1,1,3,1,24,309,87,23,311,294,501,1,8,1,2,2,1.0
16739,91257,1,1,1,1,18,331,214,18,329,242,5670,8,28,1,4,3,1.0
16740,75736,2,1,2,2,18,590,141,18,272,263,2208,1,33,16,3,2,1.0
16741,113572,1,1,1,3,1,450,136,1,535,406,1998,3,9,1,5,3,1.0
16742,145885,2,1,1,3,12,161,288,12,23,23,2088,2,15,1,3,5,0.0
16743,94887,1,1,1,3,8,300,397,8,301,89,780,11,30,1,3,5,0.0
16744,131724,2,1,3,3,5,308,552,3,3,4,5257,35,210,1,3,3,0.0
16745,148828,2,1,3,4,7,233,45,7,235,225,3739,15,32,1,4,2,1.0
16746,115848,2,1,3,3,25,615,258,24,204,198,3896,3,45,1,3,3,0.0
16747,106766,2,1,1,3,8,595,258,8,587,36,4147,18,88,1,3,2,0.0
16748,10198,2,1,3,3,18,331,115,18,329,242,563,3,9,2,3,3,1.0
16749,20793,1,1,1,3,8,214,1296,8,211,204,3978,1,1,1,5,2,0.0
16750,1552,2,1,1,5,23,482,136,22,474,426,1198,3,9,1,3,3,1.0
16751,117095,2,1,3,3,13,480,59,13,473,425,1299,3,9,1,3,3,0.0
16752,137612,2,1,1,3,5,247,385,5,250,151,755,3,9,1,3,3,1.0
16753,86133,2,2,2,1,6,83,778,6,81,192,1989,13,7,1,5,3,1.0
16754,27298,1,1,4,3,7,373,133,7,126,13,5377,7,11,1,3,2,0.0
16755,26773,1,1,3,5,18,508,59,18,494,118,1379,1,24,1,4,5,0.0
